surgeon_id,surgeon_name,speciality,subspecialty,preferred_retractor_size,preferred_drill_brand,needs_backup_suction,years_of_experience,hospital_affiliation,procedure,instrument,generation_timestamp
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Diskectomy   ,Rongeur,2026-05-09T14:10:58.797916
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,  Hip Replacement ,Oscillating Saw,2026-05-09T14:10:58.797922
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Clubfoot Correction,Kirschner Wire,2026-05-09T14:10:58.797927
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,BONE GRAFTING,Screwdriver,2026-05-09T14:10:58.797933
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Hip Replacement   ,Joint Retractor,2026-05-09T14:10:58.797938
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Hip Replacement,OSCILLATING SAW,2026-05-09T14:10:58.797945
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Totalxknee Arthroplasty,Joint Retractor,2026-05-09T14:10:58.797954
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Limb Lengthening   ,Kirschner Wire,2026-05-09T14:10:58.797959
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,External Fixation   ,Drill,2026-05-09T14:10:58.797965
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Bunion Removal   ,mallet,2026-05-09T14:10:58.797973
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Open Reduction Internal Fixation,external fixator,2026-05-09T14:10:58.797980
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Total Hip Arthroplasty,Oscillatzng Saw   ,2026-05-09T14:10:58.797987
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Knee Replacement,Joint Retractor,2026-05-09T14:10:58.797992
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Growth Plate Surgery,Growth Rod,INVALID_DATE
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Diskectomy,Pedicle Screw,2026-05-09T14:10:58.798000
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Bunion Removal,mallet,2026-05-09T14:10:58.798009
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Joznt Replacement,External Fixator,INVALID_DATE
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Vertebroplasty,elevator,2026-05-09T14:10:58.798019
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Shoulder Arthroscopy,Bone Cement Gun,2026-05-09T14:10:58.798024
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Scoliosis Surgery,  Bone Chisel ,2026-05-09T14:10:58.798033
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Fracture Repair,Bone Chisel,2026-05-09T14:10:58.798040
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,ANKLE RECONSTRUCTION,West self retaining retractor,INVALID_DATE
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Clubfoot Correction,zxternal Fixator,2026-05-09T14:10:58.798051
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Spinal Fusion,SPINAL DISTRACTOR,2026-05-09T14:10:58.798057
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Laminectomy,Rongeur,2026-05-09T14:10:58.798063
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Total Hip Arthroplasty,Bone Saw,09/10/1998 03:08
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Spinal Fusion,curette,29/01/2022 19:23
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,total knee arthroplasty,Joint Retractor,2026-05-09T14:10:58.798118
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Fracture Fixation   ,Screwdriver,2026-05-09T14:10:58.798124
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,Hip Replacement,Oscillating Saw,
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Shoulder Arthroscopy   ,Bone Rasp,2026-05-09T14:10:58.798137
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Total Knee Arthroplasty,  Bone Saw ,15/07/2006 19:24
,mr hartman,,SPINE,S,STRYKER,FALSE,,,hip replacemext,Bone Rasp,2026-05-09T14:10:58.798170
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Repair,Power drzll,2026-05-09T14:10:58.798178
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Shoulder Arthroscopy,  oscillatingysaw ,INVALID_DATE
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Total Hip Arthroplasty,Oscillatinz Saw,24/11/2007 06:34
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Growth Plate Surgery,Bone Chisel,2026-05-09T14:10:58.798217
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Fracture Repair,Bone Chisel,2026-05-09T14:10:58.798223
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,  Ankle Rxconstruction ,West self retaining retractor   ,2026-05-09T14:10:58.798233
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Hip Replacement,Joint Retractor,09/05/2026 01:22
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Scoliosis Surgery,Bone Chisel,2026-05-09T14:10:58.798266
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Vertebroplasty,Elevator,2026-05-09T14:10:58.798273
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Foraminotymy,  rongeur ,INVALID_DATE
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Diskectomy,Curette,2026-05-09T14:10:58.798285
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Laminectomy,spinal distractor,08/04/1989 10:14
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement,Oscillating Saw,2026-05-09T14:10:58.798314
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Foraminotomy   ,Curette   ,
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Ankle Reconstruction,  West self retaining retractor ,INVALID_DATE
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,KNEE REPLACEMENT   ,Bone Saw,INVALID_DATE
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Bone Grafting,Intramedullary Nail,2026-05-09T14:10:58.798339
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Spinal Fusion   ,Rongeur,2026-05-09T14:10:58.798345
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Hip Replacemezt,Oscillating Saw,2026-05-09T14:10:58.798352
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Shouldyr Arthroscopy,Bone Saw,2026-05-09T14:10:58.798359
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,bunion removal,West self retaiying retractor,31/03/2006 15:33
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Open Reduction Internal Fixation,Drill,2026-05-09T14:10:58.798391
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Open Reduction Internal Fixation,Intramedullary Nail,2026-05-09T14:10:58.798397
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Hip Replacement,Boxe Rasp,12/05/2008 21:51
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,  Ankle Reconstruction ,  power drill ,INVALID_DATE
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Acyilles Repair,Power drill,
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Hip Replacement,Joint Retractor,
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scoliosis Surgery,  External Fixator ,INVALID_DATE
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,ACHILLES REPAIR,screw driver,2026-05-09T14:10:58.798449
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Knee Arthroplasty,joint retractor   ,INVALID_DATE
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,total knee arthroplasty,Bone Saw,2026-05-09T14:10:58.798460
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Clubfoot Correction,BONE CHISEL,2026-05-09T14:10:58.798466
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Knee Arthroplasty   ,Joint Retractor,2026-05-09T14:10:58.798472
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Spinal Fusion,Rongeur,16/02/1998 13:15
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Joixt Replacement,Screwdriver,2026-05-09T14:10:58.798503
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,total hip arthroplasty,Oscillating Saw,25/07/2007 03:07
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Knee Replacement,Joint Retraytor,31/03/1981 08:57
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Knee Replacement,Bone Rasp,2026-05-09T14:10:58.798559
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Diskectomy,Pedicle Screw,
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,Bonx Cement Gun,2026-05-09T14:10:58.798569
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Total Hip Arthroplasty,Bone Saw,21/04/2003 08:41
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,hip replacement,  Bone Saw ,INVALID_DATE
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Bone Grafting,screwdrivzr,2026-05-09T14:10:58.798604
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,  screw driver ,2026-05-09T14:10:58.798610
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty,Elevator,2026-05-09T14:10:58.798616
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Total Hip Arthroplasty,Joint Retractor   ,INVALID_DATE
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Knee Arthroplasty   ,Joint Retractor,2026-05-09T14:10:58.798628
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Flatfoot Correction,mallet,17/03/1994 21:45
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,Growth Plate Surgery,Pediatric Drill,2026-05-09T14:10:58.798656
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Knee Replacement,  Bone Rasp ,2026-05-09T14:10:58.798663
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Hip Replacement   ,Joint Retractor,03/07/1995 15:38
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplazty,Joint Retractor,2026-05-09T14:10:58.798695
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,External Fixation,  Exteznal Fixator ,2026-05-09T14:10:58.798704
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,Shyulder Arthroscopy,Oscillating Saw,2026-05-09T14:10:58.798710
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Ankle Recxnstruction,small bone nibbler,2026-05-09T14:10:58.798717
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Ankle Recynstruction,POWER DRILL,2026-05-09T14:10:58.798725
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Hip Replacement,Bone Rasp,2026-05-09T14:10:58.798734
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vyrtebroplasty,Spinal Distractor,2026-05-09T14:10:58.798741
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Knee Replacement,Bone Rasp,11/07/1977 06:59
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Foraminozomy,Pedicle Screw,2026-05-09T14:10:58.798775
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Hip Replacement   ,BONE CEMENT GUN,2026-05-09T14:10:58.798782
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Joint Replacement,  Drill ,
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,vertebroplasty,Pedicle Screw,2026-05-09T14:10:58.798793
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Total Knee Arthroplasty   ,Bone Rasp,2026-05-09T14:10:58.798801
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Totalyknee Arthroplasty,Oscillating yaw   ,2026-05-09T14:10:58.798811
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery,External Fixator,2026-05-09T14:10:58.798816
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery   ,Bone Chisel,2026-05-09T14:10:58.798824
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Shoulder Azthroscopy,Joint Retractor,21/01/1982 04:04
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,fracture repair,Growth Rod,
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Shoulder Arthroscopy,  Bone Rasp ,2026-05-09T14:10:58.798861
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Knee Replacement,Joint Retractor,26/11/2009 13:01
,mr Velxsquez,OT,Spine,Extra Large,Medtronic,1,N/A,Private Clinic,Diskectomy,Curetxe,2026-05-09T14:10:58.798893
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Artyrodesis,small bone nibbler,28/10/1989 14:53
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Diskectomy,Spinal Distractor,17/06/1980 06:21
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,FORAMINOTOMY,Curette   ,
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hip Arthroplasty,Bone Cement Gun,2026-05-09T14:10:58.798954
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Bunion Removal,Power drill,2026-05-09T14:10:58.798964
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,Laminectoyy,Curette,
ID-6000,Ms yagner,Ortho,Paedxatric,Smayl,,False,,Lynch-Jones,Shoulder Arthroscopy,Bone Rasp,2026-05-09T14:10:58.798975
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,  Hip Replacement ,BONE RASP,2026-05-09T14:10:58.798982
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,oscillating saw   ,07/01/2008 11:45
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Hip Replacement,Oscillating Saw   ,2026-05-09T14:10:58.799012
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Laminectomy,Rongeur   ,2026-05-09T14:10:58.799018
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,growth plate surgery,Growth Rod,INVALID_DATE
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Total Knze Arthroplasty,  OSCILLATING SAW ,
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,  Shoulder Arthroscopy ,Bone Rasp,26/10/1992 00:03
ID-6977,Mr Munoz,ORTHOPAEDICS,Paediatric,,Smith & Nephew   ,true,N/A,,Scolioyis Surgery,KIRSCHNER WIRE,INVALID_DATE
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Clubfoot Correction,yediatric Drill   ,23/12/1998 04:40
4673,Dx Smith   ,Ortho   ,SPINE,Small,stryker   ,1,,Private Clinic,Total Knee Arthroplasty   ,Bone Saw,23/11/1982 14:48
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,arthrodesis,MZLLET,10/10/1983 08:05
UNKNOWN,  Dr Sullivan ,ORTHOPAEDICS,  Spzne ,Medium,  Stryker ,,20,  ARROYO LLC ,SHOULDER ARTHROSCOPY,Bone Cement Gun,2026-05-09T14:10:58.799145
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,Diskectomy,Pedicle Screw,
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,joint replacement,Bone Pyate,2026-05-09T14:10:58.799159
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Shoulder Arthroscopy,Joint Retractor   ,2026-05-09T14:10:58.799165
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Total Hyp Arthroplasty   ,Oscillating Saw,INVALID_DATE
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,Hip Replacement,Oscillatinx Saw   ,2026-05-09T14:10:58.799178
,mr hartman,,SPINE,S,STRYKER,FALSE,,,Total Hip Arthroplasty,Boxe Rasp,2026-05-09T14:10:58.799188
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Flatfoot Correction,screw driver,2026-05-09T14:10:58.799195
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Foraminotomy,  elevator ,20/12/2004 21:26
9617,MRx Garner,,Joints,Large,,True,,ATKINSON-HARRIS   ,hip replacement,Oscillating Saw,2026-05-09T14:10:58.799230
UNKNOWN,MRyPARKER,OT,Trauma,XL,Smith & Nephew,,33,,joint replacement,External Fixator,2026-05-09T14:10:58.799236
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Knee Replacement   ,Bone Cement Gun   ,2026-05-09T14:10:58.799242
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Vertebroplasty   ,Elevator,2026-05-09T14:10:58.799248
,Miss Anderson,Orxho,PAEDIATRIC,medium,STRYKER,,,Berger-Wilson,Knee Replacement,Bone Cement Gun,2026-05-09T14:10:58.799253
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Scoliosis Surgery,Kirschner Wize,2026-05-09T14:10:58.799261
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,AZTHRODESIS,mallet,2026-05-09T14:10:58.799269
,Miss Weaver,orthopaedick,Spine,Small,Smith & xephew,Y,,Perez Group,Laminectomy,Curette   ,2026-05-09T14:10:58.799279
ID-5506,MZ PERKINS,Ortho ,Joints,LARGE,Medtronic,False,6,,Shoulder Arthroscopy,Oscillating Saw,2026-05-09T14:10:58.799284
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Foraminotomy,Spinal Distractor,2026-05-09T14:10:58.799289
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Shzulder Arthroscopy,Oscillating Saw,2026-05-09T14:10:58.799296
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,Joint Replacement,Drill,2026-05-09T14:10:58.799303
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,flatfoot correction,screw xriver,2026-05-09T14:10:58.799311
4598,Ms Mccullzugh,  Ortho ,Foot and Ankle,Extra Large,ARTHREX V300,true,N/A,Mcintyre-Thomas,Ankle Reconstruction   ,West self retaining retractor,2026-05-09T14:10:58.799318
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Spinal Fusion,Curette,2026-05-09T14:10:58.799323
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,Total Knee Arthroplasty,Bone Cement Gun,
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,External Fixation,Drill,2026-05-09T14:10:58.799333
,Dr Garcia,  ORTHOPAEDICS ,Paediatric,Extra Large,Depuy Synthes,1,N/A,NHS Trust,Scoliosis Surgery   ,  BONE CHISEL ,2026-05-09T14:10:58.799343
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Laminectomy,Pedicle Screw,2026-05-09T14:10:58.799351
UNKNOWN,Ms Marquez,OT   ,Paediazric   ,medium,Zimmer Biomet,TRUE,27,,Shoulder Arthroscopy,Joint Rezractor,INVALID_DATE
,mr Owens,OT,Spine,,stryker,true,3,NHS Trust   ,LAMINECTOMY,Spinal Distractor,2026-05-09T14:10:58.799362
ID-4929,yr Gutierrez,OT,Joints,Medium,SMITH & NEPHEW,N,19,,knee replacement,Joint Retractor,2026-05-09T14:10:58.799368
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,diskectomy,Rongeur,
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,BUNION REMOVAL,maylet,
ID-9423,Miss Baker   ,,Spine,Extra Large   ,  Depuy Synthys ,Y,,SANCHEZ GROUP,Flatfoyt Correction,mallet,2026-05-09T14:10:58.799386
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Hip Arthropxasty,  Bone Cemenx Gun ,27/01/2007 10:00
ID-3060,MRS Shelton,Ortho ,Joints,  XL ,,false,15,Private Clinic,Shoulder Arthroscopy,Joint Retractor,11/12/1979 10:45
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Hip Replacement,Bone Saw,2026-05-09T14:10:58.799446
,yr Schneider,ozthopaedick,  Joints ,Large,  STRYKER ,FALSE,,,Total Hip Arthroplasyy,Bone Rasp,2026-05-09T14:10:58.799454
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Flatfoot Correction,screw dryver,2026-05-09T14:10:58.799461
ID-2713,  Miss Gardner ,ORTHOPAEDICS,Spine,Xl,STRYKER,Y,,Private Clinic,Hip Replacement,Bone Rasp,INVALID_DATE
ID-8041,Mr Miller,orthopaedick,Foot and Ankle,Medium,strykyr,1,18,yrivate Clinic,Achilles Repair,mallet,09/10/1996 14:11
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,JOINT REPLACEMENT,drill,
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,Shoulder Arthroscopy,Bone Cement Gun   ,2026-05-09T14:10:58.799505
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Achilles Repair,small bone nibbler,2026-05-09T14:10:58.799513
1128,MszPerez,OT,  Foot and Ankle ,Laxge,  STRYKER ,0,10,,Flatfoot Corrextion,West Self Retaining Retraytor,2026-05-09T14:10:58.799523
,mr Mozeno,Ot,Joints,Extra Large,  yrthrex V300 ,Y,,,Shoulder Arthroscopy,Bone Saw,INVALID_DATE
UNKNOWN,Miss Graham,Ortho ,Joints,Large,Zimmer Biomet,0,9,,  hip replacement ,Joint Retraczor,2026-05-09T14:10:58.799537
6582,Miss Pratt,ORTHOPAEDYCK   ,Paediatric,XL,stryker,0,14,,LIMB LENGTHENING,Growth Rod,2026-05-09T14:10:58.799544
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,clubfoot correction,Pedyatric Drill,INVALID_DATE
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,shoulder arthroscopy   ,Joint Retractor   ,2026-05-09T14:10:58.799556
UNKNOWN,MS MANN,orthopaedick,Tryuma,xmall,Arthrex V300,FALSE,,NHS Trust,TOTAL HIP ARZHROPLASTY,Bone Saw,2026-05-09T14:10:58.799568
,MR HOLDEN,,Foot and Ankle   ,,Smith & Nephew   ,No,N/A,   ,Flatfoot Correction,small bone nibbler,2026-05-09T14:10:58.799575
6967,MRS zurphy,Ortho   ,Trauma   ,extra large,Medtronic,No,,NHS Trust   ,bone grafting,  intramedullary nail ,2026-05-09T14:10:58.799582
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Spinal Fusion,Curette,2026-05-09T14:10:58.799588
UNKNOWN,  xr lewis ,Ortho,Paediatric,  XL ,Stryker,True,N/A,NXS TRUST,Scoliosis Surgery,External Fixator,2026-05-09T14:10:58.799593
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Hip Arthroplasty,bone rasp,07/07/1994 14:12
ID-4680,Ms yorris,OT,TRAUMA,MEDIYM,Depuy Synthes,Y,N/A,Private Clinic,Total Knee Artxroplasty,Oscillating Saw,28/09/1982 08:26
